Date_Time,Days,hour,Relative Humidity in %,Temperature,Radiation value in MJ/m^2,Wind Direction,Wind speed in kmph,Demand,Kerala Holidays
1/1/2017 0:00,1,1,88,14.664,0,9,4,342.6657143,TRUE
1/1/2017 1:00,1,2,,14.052,0,,,319.8328571,TRUE
1/1/2017 2:00,1,3,,13.581,0,,,308.7557143,TRUE
1/1/2017 3:00,1,4,78,13.197,0,14,4,299.2357143,TRUE
1/1/2017 4:00,1,5,,12.75,0,,,294.8842857,TRUE
1/1/2017 5:00,1,6,,12.397,0,,,298.5914286,TRUE
1/1/2017 6:00,1,7,54,12.487,0,0,0,320.4142857,TRUE
1/1/2017 7:00,1,8,,12.927,0,,,332.8785714,TRUE
1/1/2017 8:00,1,9,,13.023,0.1,,,326.4614286,TRUE
1/1/2017 9:00,1,10,54,12.973,0.73,0,0,315.6742857,TRUE
1/1/2017 10:00,1,11,,12.928,2.28,,,311.6728571,TRUE
1/1/2017 11:00,1,12,,12.493,2.68,,,308.3571429,TRUE
1/1/2017 12:00,1,13,66,11.676,2.68,29,6,310.1971429,TRUE
1/1/2017 13:00,1,14,,10.674,3.1,,,306.0957143,TRUE
1/1/2017 14:00,1,15,,9.582,2.39,,,309.3742857,TRUE
1/1/2017 15:00,1,16,80,8.768,2.37,5,4,311.0628571,TRUE
1/1/2017 16:00,1,17,,8.355,1.51,,,316.5571429,TRUE
1/1/2017 17:00,1,18,,8.099,0.59,,,320.6985714,TRUE
1/1/2017 18:00,1,19,84,7.945,0.13,0,0,336.8885714,TRUE
1/1/2017 19:00,1,20,,7.786,0,,,432.6828571,TRUE
1/1/2017 20:00,1,21,,7.559,0,,,426.7942857,TRUE
1/1/2017 21:00,1,22,81,7.309,8.1,9,4,424.3485714,TRUE
1/1/2017 22:00,1,23,,6.974,0,,,403.9857143,TRUE
1/1/2017 23:00,1,24,,6.532,0,,,352.26,TRUE
1/2/2017 0:00,2,1,88,6.071,0,0,0,317.5828571,TRUE
1/2/2017 1:00,2,2,,5.654,0,,,300.8414286,TRUE
1/2/2017 2:00,2,3,,5.334,0,,,297.3414286,TRUE
1/2/2017 3:00,2,4,77,5.133,0,7,4,287.6714286,TRUE
1/2/2017 4:00,2,5,,5.135,0,,,286.2157143,TRUE
1/2/2017 5:00,2,6,,5.335,0,,,290.5128571,TRUE
1/2/2017 6:00,2,7,55,6.457,0,25,6,322.4228571,TRUE
1/2/2017 7:00,2,8,,8.425,0,,,346.9471429,TRUE
1/2/2017 8:00,2,9,,10.174,0.1,,,351.82,TRUE
1/2/2017 9:00,2,10,50,11.368,0.68,27,4,359.0585714,TRUE
1/2/2017 10:00,2,11,,11.967,1.51,,,375.9585714,TRUE
1/2/2017 11:00,2,12,,11.965,2.28,,,385.3142857,TRUE
1/2/2017 12:00,2,13,66,11.465,2.7,27,4,390.7242857,TRUE
1/2/2017 13:00,2,14,,10.387,3.05,,,389.6014286,TRUE
1/2/2017 14:00,2,15,,9.273,3.08,,,388.6271429,TRUE
1/2/2017 15:00,2,16,70,8.758,2.83,0,0,399.7142857,TRUE
1/2/2017 16:00,2,17,,8.484,2.22,,,401.4642857,TRUE
1/2/2017 17:00,2,18,,8.214,1.47,,,392.4785714,TRUE
1/2/2017 18:00,2,19,75,7.996,0.69,0,0,395.2157143,TRUE
1/2/2017 19:00,2,20,,7.886,0.11,,,487.3985714,TRUE
1/2/2017 20:00,2,21,,7.891,0,,,481.3014286,TRUE
1/2/2017 21:00,2,22,87,8.021,0,0,0,469.7528571,TRUE
1/2/2017 22:00,2,23,,8.33,0,,,441.8842857,TRUE
1/2/2017 23:00,2,24,,8.784,0,,,377.4757143,TRUE
1/3/2017 0:00,3,1,88,9.455,0,0,0,343.2385714,FALSE
1/3/2017 1:00,3,2,,9.931,0,,,322.6957143,FALSE
1/3/2017 2:00,3,3,,10.24,0,,,316.0757143,FALSE
1/3/2017 3:00,3,4,70,10.744,0,0,0,306.2557143,FALSE
1/3/2017 4:00,3,5,,11.111,0,,,302.91,FALSE
1/3/2017 5:00,3,6,,11.264,0,,,315.6057143,FALSE
1/3/2017 6:00,3,7,61,11.363,0,0,0,358.9371429,FALSE
1/3/2017 7:00,3,8,,11.899,0,,,390.5757143,FALSE
1/3/2017 8:00,3,9,,12.393,0.16,,,380.1057143,FALSE
1/3/2017 9:00,3,10,51,12.888,1.84,27,4,359.4957143,FALSE
1/3/2017 10:00,3,11,,13.18,2.38,,,369.7557143,FALSE
1/3/2017 11:00,3,12,,12.984,2.45,,,376.3071429,FALSE
1/3/2017 12:00,3,13,66,12.42,2.9,27,4,378.7057143,FALSE
1/3/2017 13:00,3,14,,11.367,2.8,,,382.7328571,FALSE
1/3/2017 14:00,3,15,,9.721,2.24,,,382.1142857,FALSE
1/3/2017 15:00,3,16,70,8.478,1.54,0,0,393.8542857,FALSE
1/3/2017 16:00,3,17,,7.661,0.72,,,392.58,FALSE
1/3/2017 17:00,3,18,,6.909,0.11,,,400.1728571,FALSE
1/3/2017 18:00,3,19,75,6.281,0,0,0,408.5685714,FALSE
1/3/2017 19:00,3,20,,5.763,0,,,501.7971429,FALSE
1/3/2017 20:00,3,21,,5.372,7,,,494.0971429,FALSE
1/3/2017 21:00,3,22,87,5.168,2,0,0,482.5685714,FALSE
1/3/2017 22:00,3,23,,5.063,0,,,454.5742857,FALSE
1/3/2017 23:00,3,24,,4.993,0,,,391.3928571,FALSE
1/4/2017 0:00,4,1,81,4.913,0,0,0,347.0671429,FALSE
1/4/2017 1:00,4,2,,4.732,0,,,328.8057143,FALSE
1/4/2017 2:00,4,3,,4.495,0,,,318.9271429,FALSE
1/4/2017 3:00,4,4,77,4.295,0,0,0,315.3457143,FALSE
1/4/2017 4:00,4,5,,4.145,0,,,310.8485714,FALSE
1/4/2017 5:00,4,6,,4.004,0,,,319.78,FALSE
1/4/2017 6:00,4,7,56,4.24,0,27,4,364.6542857,FALSE
1/4/2017 7:00,4,8,,4.865,0.11,,,394.66,FALSE
1/4/2017 8:00,4,9,,5.321,0.68,,,385.2028571,FALSE
1/4/2017 9:00,4,10,54,5.551,1.46,27,8,367.5371429,FALSE
1/4/2017 10:00,4,11,,5.697,1.93,,,369.0028571,FALSE
1/4/2017 11:00,4,12,,5.704,2.15,,,374.3557143,FALSE
1/4/2017 12:00,4,13,63,5.511,2.7,29,4,378.9771429,FALSE
1/4/2017 13:00,4,14,,5.047,2.9,,,380.0257143,FALSE
1/4/2017 14:00,4,15,,4.196,2.65,,,380.9857143,FALSE
1/4/2017 15:00,4,16,68,3.479,2.17,0,0,393.3428571,FALSE
1/4/2017 16:00,4,17,,3.156,1.46,,,394.2214286,FALSE
1/4/2017 17:00,4,18,,2.86,0.67,,,405.8342857,FALSE
1/4/2017 18:00,4,19,89,2.553,0.11,0,0,408.42,FALSE
1/4/2017 19:00,4,20,,2.289,0,,,506.2042857,FALSE
1/4/2017 20:00,4,21,,2.033,0,,,494.7928571,FALSE
1/4/2017 21:00,4,22,80,1.746,0,0,0,484.4542857,FALSE
1/4/2017 22:00,4,23,,1.532,0,,,454.4914286,FALSE
1/4/2017 23:00,4,24,,1.352,0,,,395.8171429,FALSE
1/5/2017 0:00,5,1,80,1.124,0,0,0,350.4557143,FALSE
1/5/2017 1:00,5,2,,0.838,0,,,330.8057143,FALSE
1/5/2017 2:00,5,3,,0.567,0,,,324.0357143,FALSE
1/5/2017 3:00,5,4,76,0.264,0,0,0,316.81,FALSE
1/5/2017 4:00,5,5,,-0.048,0,,,313.0642857,FALSE
1/5/2017 5:00,5,6,,-0.401,0,,,318.6214286,FALSE
1/5/2017 6:00,5,7,56,-0.113,0,29,6,366.2128571,FALSE
1/5/2017 7:00,5,8,,1.75,0.13,,,395.8514286,FALSE
1/5/2017 8:00,5,9,,3.718,0.74,,,380.9814286,FALSE
1/5/2017 9:00,5,10,52,5.083,1.54,29,4,366.8085714,FALSE
1/5/2017 10:00,5,11,,6.2,2.27,,,365.2528571,FALSE
1/5/2017 11:00,5,12,,6.96,2.77,,,366.2971429,FALSE
1/5/2017 12:00,5,13,62,7.247,2.85,29,10,368.8442857,FALSE
1/5/2017 13:00,5,14,,6.874,2.84,,,372.8771429,FALSE
1/5/2017 14:00,5,15,,5.167,2.69,,,376.23,FALSE
1/5/2017 15:00,5,16,72,3.674,2.2,0,0,387.81,FALSE
1/5/2017 16:00,5,17,,2.699,1.5,,,394.4671429,FALSE
1/5/2017 17:00,5,18,,1.861,0.49,,,399.0885714,FALSE
1/5/2017 18:00,5,19,81,1.227,0.1,0,0,410.9614286,FALSE
1/5/2017 19:00,5,20,,0.848,0,,,498.6685714,FALSE
1/5/2017 20:00,5,21,,0.653,0,,,490.4442857,FALSE
1/5/2017 21:00,5,22,85,0.695,0,0,0,479.5985714,FALSE
1/5/2017 22:00,5,23,,0.894,0,,,451.0985714,FALSE
1/5/2017 23:00,5,24,,1.212,0,,,388.08,FALSE
1/6/2017 0:00,6,1,85,1.576,0,0,0,342.55,FALSE
1/6/2017 1:00,6,2,,1.962,0,,,324.5114286,FALSE
1/6/2017 2:00,6,3,,2.318,0,,,320.2671429,FALSE
1/6/2017 3:00,6,4,82,2.516,0,0,0,313.1642857,FALSE
1/6/2017 4:00,6,5,,2.475,0,,,310.3257143,FALSE
1/6/2017 5:00,6,6,,2.347,0,,,320.54,FALSE
1/6/2017 6:00,6,7,57,2.955,0,27,4,361.4385714,FALSE
1/6/2017 7:00,6,8,,4.63,0.12,,,402.1957143,FALSE
1/6/2017 8:00,6,9,,6.366,0.72,,,388.2442857,FALSE
1/6/2017 9:00,6,10,53,8.038,1.54,29,4,367.0442857,FALSE
1/6/2017 10:00,6,11,,9.29,2.25,,,373.4342857,FALSE
1/6/2017 11:00,6,12,,9.989,2.6,,,371.1785714,FALSE
1/6/2017 12:00,6,13,65,10.087,2.74,29,10,380.5628571,FALSE
1/6/2017 13:00,6,14,,9.57,3.02,,,371.1657143,FALSE
1/6/2017 14:00,6,15,,8.018,2.71,,,376.5914286,FALSE
1/6/2017 15:00,6,16,77,6.834,2.14,29,6,390.4628571,FALSE
1/6/2017 16:00,6,17,,6.325,1.42,,,393.3342857,FALSE
1/6/2017 17:00,6,18,,5.989,0.67,,,402.3957143,FALSE
1/6/2017 18:00,6,19,81,5.805,0.11,32,4,407.2357143,FALSE
1/6/2017 19:00,6,20,,5.736,0,,,494.1385714,FALSE
1/6/2017 20:00,6,21,,5.753,0,,,488.0714286,FALSE
1/6/2017 21:00,6,22,82,5.761,0,0,0,475.0971429,FALSE
1/6/2017 22:00,6,23,,5.746,0,,,447.3785714,FALSE
1/6/2017 23:00,6,24,,5.753,0,,,391.3057143,FALSE
1/7/2017 0:00,7,1,85,5.86,0,9,8,345.1571429,FALSE
1/7/2017 1:00,7,2,,5.931,0,,,327.5885714,FALSE
1/7/2017 2:00,7,3,,5.94,0,,,318.6,FALSE
1/7/2017 3:00,7,4,81,5.986,0,7,6,310.5985714,FALSE
1/7/2017 4:00,7,5,,6.038,0,,,309.1057143,FALSE
1/7/2017 5:00,7,6,,6.111,0,,,317.7128571,FALSE
1/7/2017 6:00,7,7,62,6.61,0,23,4,348.04,FALSE
1/7/2017 7:00,7,8,,7.808,0.12,,,371.95,FALSE
1/7/2017 8:00,7,9,,8.822,0.7,,,366.0142857,FALSE
1/7/2017 9:00,7,10,61,9.51,1.47,27,4,366.8257143,FALSE
1/7/2017 10:00,7,11,,9.96,2.2,,,371.1271429,FALSE
1/7/2017 11:00,7,12,,10.182,2.73,,,375.0128571,FALSE
1/7/2017 12:00,7,13,67,10.145,2.96,25,4,378.3728571,FALSE
1/7/2017 13:00,7,14,,9.822,3.01,,,373.1657143,FALSE
1/7/2017 14:00,7,15,,9.091,2.73,,,375.9942857,FALSE
1/7/2017 15:00,7,16,70,8.18,2.17,0,0,384.6785714,FALSE
1/7/2017 16:00,7,17,,7.763,1.4,,,383.9228571,FALSE
1/7/2017 17:00,7,18,,7.599,0.65,,,384.5485714,FALSE
1/7/2017 18:00,7,19,74,7.444,0.1,0,0,388.3428571,FALSE
1/7/2017 19:00,7,20,,7.295,0,,,480.9314286,FALSE
1/7/2017 20:00,7,21,,7.21,0,,,475.6157143,FALSE
1/7/2017 21:00,7,22,84,7.219,0,0,0,463.3371429,FALSE
1/7/2017 22:00,7,23,,7.228,0,,,440.4128571,FALSE
1/7/2017 23:00,7,24,,7.214,0,,,392.5928571,FALSE
1/8/2017 0:00,8,1,85,7.174,0,0,0,346.8985714,TRUE
1/8/2017 1:00,8,2,,7.027,0,,,324.4228571,TRUE
1/8/2017 2:00,8,3,,6.783,0,,,316.6857143,TRUE
1/8/2017 3:00,8,4,76,6.473,0,27,4,311.1385714,TRUE
1/8/2017 4:00,8,5,,6.099,0,,,304.57,TRUE
1/8/2017 5:00,8,6,,5.742,0,,,307.8771429,TRUE
1/8/2017 6:00,8,7,61,5.917,0,25,4,331.9057143,TRUE
1/8/2017 7:00,8,8,,7.148,0.08,,,350.44,TRUE
1/8/2017 8:00,8,9,,8.242,0.61,,,341.8185714,TRUE
1/8/2017 9:00,8,10,58,8.905,1.18,25,6,335.3457143,TRUE
1/8/2017 10:00,8,11,,9.211,1.93,,,323.3471429,TRUE
1/8/2017 11:00,8,12,,9.222,1.92,,,319.8614286,TRUE
1/8/2017 12:00,8,13,68,8.987,2.57,27,6,322.8757143,TRUE
1/8/2017 13:00,8,14,,8.475,2.73,,,323.1657143,TRUE
1/8/2017 14:00,8,15,,7.518,2.58,,,325.1757143,TRUE
1/8/2017 15:00,8,16,70,6.499,2.14,0,0,328.19,TRUE
1/8/2017 16:00,8,17,,5.841,1.37,,,329.9728571,TRUE
1/8/2017 17:00,8,18,,5.336,0.63,,,329.1442857,TRUE
1/8/2017 18:00,8,19,74,4.926,0.11,0,0,348.9271429,TRUE
1/8/2017 19:00,8,20,,4.577,0,,,445.5185714,TRUE
1/8/2017 20:00,8,21,,4.206,0,,,444.5757143,TRUE
1/8/2017 21:00,8,22,84,3.853,0,0,0,447.2,TRUE
1/8/2017 22:00,8,23,,3.542,0,,,432.6857143,TRUE
1/8/2017 23:00,8,24,,3.238,0,,,379.34,TRUE
1/9/2017 0:00,9,1,85,2.946,0,0,0,335.0242857,FALSE
1/9/2017 1:00,9,2,,2.613,0,,,318.7128571,FALSE
1/9/2017 2:00,9,3,,2.298,0,,,311.1071429,FALSE
1/9/2017 3:00,9,4,71,2.011,0,25,4,304.8385714,FALSE
1/9/2017 4:00,9,5,,1.694,0,,,302.0157143,FALSE
1/9/2017 5:00,9,6,,1.363,0,,,311.02,FALSE
1/9/2017 6:00,9,7,70,1.57,0,25,6,355.9314286,FALSE
1/9/2017 7:00,9,8,,3.302,0.12,,,387.6628571,FALSE
1/9/2017 8:00,9,9,,5.085,0.75,,,378.4657143,FALSE
1/9/2017 9:00,9,10,57,6.522,1.56,25,6,362.02,FALSE
1/9/2017 10:00,9,11,,7.571,1.85,,,367.0157143,FALSE
1/9/2017 11:00,9,12,,8.188,1.06,,,371.0028571,FALSE
1/9/2017 12:00,9,13,71,8.441,2.53,29,4,374.3371429,FALSE
1/9/2017 13:00,9,14,,8.186,3.08,,,374.0157143,FALSE
1/9/2017 14:00,9,15,,6.582,2.66,,,371.7928571,FALSE
1/9/2017 15:00,9,16,71,4.836,1.5,32,4,384.2871429,FALSE
1/9/2017 16:00,9,17,,4.035,0.66,,,389.8528571,FALSE
1/9/2017 17:00,9,18,,3.543,0.24,,,399.23,FALSE
1/9/2017 18:00,9,19,78,3.055,0.03,2,4,403.6742857,FALSE
1/9/2017 19:00,9,20,,2.604,0,,,494.2242857,FALSE
1/9/2017 20:00,9,21,,2.229,0,,,482.72,FALSE
1/9/2017 21:00,9,22,84,1.884,0,0,0,470.6742857,FALSE
1/9/2017 22:00,9,23,,1.487,0,,,444.6242857,FALSE
1/9/2017 23:00,9,24,,1.197,0,,,381.2771429,FALSE
1/10/2017 0:00,10,1,86,0.995,0,7,4,341.1157143,FALSE
1/10/2017 1:00,10,2,,0.745,0,,,322.4085714,FALSE
1/10/2017 2:00,10,3,,0.507,0,,,316.1714286,FALSE
1/10/2017 3:00,10,4,82,0.332,0,7,4,308.1557143,FALSE
1/10/2017 4:00,10,5,,0.295,0,,,304.5471429,FALSE
1/10/2017 5:00,10,6,,0.242,0,,,316.1385714,FALSE
1/10/2017 6:00,10,7,46,0.742,0,2,4,361.2814286,FALSE
1/10/2017 7:00,10,8,,2.882,0.12,,,394.12,FALSE
1/10/2017 8:00,10,9,,5.449,0.72,,,385.1742857,FALSE
1/10/2017 9:00,10,10,49,7.131,0.66,29,8,377.2571429,FALSE
1/10/2017 10:00,10,11,,8.38,0.38,,,376.82,FALSE
1/10/2017 11:00,10,12,,8.984,1.37,,,371.7814286,FALSE
1/10/2017 12:00,10,13,64,9.131,2.24,29,10,378.1914286,FALSE
1/10/2017 13:00,10,14,,8.678,2.81,,,379.7157143,FALSE
1/10/2017 14:00,10,15,,7.069,2.97,,,382.7928571,FALSE
1/10/2017 15:00,10,16,72,5.667,2.23,2,4,391.7928571,FALSE
1/10/2017 16:00,10,17,,5.015,1.52,,,394.3142857,FALSE
1/10/2017 17:00,10,18,,4.602,0.75,,,393.3428571,FALSE
1/10/2017 18:00,10,19,78,4.306,0.15,7,4,394.2885714,FALSE
1/10/2017 19:00,10,20,,4.162,0,,,489.6928571,FALSE
1/10/2017 20:00,10,21,,4.041,0,,,480.9057143,FALSE
1/10/2017 21:00,10,22,80,3.969,0,0,0,469.4042857,FALSE
1/10/2017 22:00,10,23,,3.863,0,,,444.3385714,FALSE
1/10/2017 23:00,10,24,,3.543,0,,,377.6942857,FALSE
1/11/2017 0:00,11,1,84,3.122,0,9,4,336.4871429,FALSE
1/11/2017 1:00,11,2,,2.627,0,,,319.05,FALSE
1/11/2017 2:00,11,3,,2.208,0,,,313.9571429,FALSE
1/11/2017 3:00,11,4,74,1.932,0,0,0,305.3171429,FALSE
1/11/2017 4:00,11,5,,1.704,0,,,303.8157143,FALSE
1/11/2017 5:00,11,6,,1.526,0,,,313.6457143,FALSE
1/11/2017 6:00,11,7,50,1.809,0,29,4,361.5728571,FALSE
1/11/2017 7:00,11,8,,3.384,0.11,,,396.5,FALSE
1/11/2017 8:00,11,9,,5.165,0.72,,,386.88,FALSE
1/11/2017 9:00,11,10,43,6.229,1.5,25,4,367.2857143,FALSE
1/11/2017 10:00,11,11,,6.931,2.21,,,367.1114286,FALSE
1/11/2017 11:00,11,12,,7.296,2.71,,,371,FALSE
1/11/2017 12:00,11,13,60,7.314,2.47,27,4,370.9114286,FALSE
1/11/2017 13:00,11,14,,6.867,2.91,,,367.8985714,FALSE
1/11/2017 14:00,11,15,,5.507,2.73,,,373.5271429,FALSE
1/11/2017 15:00,11,16,67,3.65,2.19,0,0,380.2285714,FALSE
1/11/2017 16:00,11,17,,2.559,1.49,,,385,FALSE
1/11/2017 17:00,11,18,,1.974,0.72,,,397.3071429,FALSE
1/11/2017 18:00,11,19,73,1.587,0.12,0,0,395.27,FALSE
1/11/2017 19:00,11,20,,1.269,0,,,491.4171429,FALSE
1/11/2017 20:00,11,21,,1.011,0,,,482.7971429,FALSE
1/11/2017 21:00,11,22,81,0.897,0,0,0,472.2328571,FALSE
1/11/2017 22:00,11,23,,0.82,0,,,442.7514286,FALSE
1/11/2017 23:00,11,24,,0.672,0,,,379.1342857,FALSE
1/12/2017 0:00,12,1,84,0.49,0,0,0,336.1257143,FALSE
1/12/2017 1:00,12,2,,0.244,0,,,317.7871429,FALSE
1/12/2017 2:00,12,3,,-0.079,0,,,312.1428571,FALSE
1/12/2017 3:00,12,4,75,-0.447,0,32,4,306.29,FALSE
1/12/2017 4:00,12,5,,-0.75,0,,,301.7185714,FALSE
1/12/2017 5:00,12,6,,-0.956,0,,,311.2442857,FALSE
1/12/2017 6:00,12,7,61,-0.515,0,27,4,357.0214286,FALSE
1/12/2017 7:00,12,8,,1.364,0.14,,,395.3657143,FALSE
1/12/2017 8:00,12,9,,3.153,0.76,,,384.8885714,FALSE
1/12/2017 9:00,12,10,53,4.454,1.49,25,4,368.64,FALSE
1/12/2017 10:00,12,11,,5.287,2,,,367.1085714,FALSE
1/12/2017 11:00,12,12,,5.662,3.08,,,371.7328571,FALSE
1/12/2017 12:00,12,13,60,5.633,3.08,27,4,377.5985714,FALSE
1/12/2017 13:00,12,14,,5.184,2.74,,,373.0885714,FALSE
1/12/2017 14:00,12,15,,4.014,2.27,,,370.4671429,FALSE
1/12/2017 15:00,12,16,67,2.408,1.48,0,0,385.79,FALSE
1/12/2017 16:00,12,17,,1.39,0.76,,,390.2528571,FALSE
1/12/2017 17:00,12,18,,0.595,0.14,,,401.32,FALSE
1/12/2017 18:00,12,19,69,-0.116,0,0,0,399.4071429,FALSE
1/12/2017 19:00,12,20,,-0.648,0,,,496.3285714,FALSE
1/12/2017 20:00,12,21,,-1.013,7.9,,,487.1857143,FALSE
1/12/2017 21:00,12,22,80,-1.346,0,0,0,476.0171429,FALSE
1/12/2017 22:00,12,23,,-1.662,0,,,446.2928571,FALSE
1/12/2017 23:00,12,24,,-2.007,0,,,383.1257143,FALSE
1/13/2017 0:00,13,1,84,-2.294,0,0,0,339.47,FALSE
1/13/2017 1:00,13,2,64,-2.629,0,11,4,320.99,FALSE
1/13/2017 2:00,13,3,,-3.076,0,,,314.2328571,FALSE
1/13/2017 3:00,13,4,,-3.559,0,,,308.0742857,FALSE
1/13/2017 4:00,13,5,74,-4.047,0,0,0,304.4342857,FALSE
1/13/2017 5:00,13,6,,-4.515,0,,,316.21,FALSE
1/13/2017 6:00,13,7,,-4.25,0,,,356.5842857,FALSE
1/13/2017 7:00,13,8,60,-2.276,0,25,4,396.0257143,FALSE
1/13/2017 8:00,13,9,,0.078,0.14,,,392.3985714,FALSE
1/13/2017 9:00,13,10,,1.386,0.76,,,376.3014286,FALSE
1/13/2017 10:00,13,11,55,2.246,1.52,29,8,373.7571429,FALSE
1/13/2017 11:00,13,12,,2.69,2.23,,,376.6942857,FALSE
1/13/2017 12:00,13,13,,2.719,2.68,,,382.9985714,FALSE
1/13/2017 13:00,13,14,65,2.204,2.9,0,0,369.7585714,FALSE
1/13/2017 14:00,13,15,,0.403,3.1,,,375.5714286,FALSE
1/13/2017 15:00,13,16,,-2.003,2.78,,,387.9342857,FALSE
1/13/2017 16:00,13,17,70,-3.389,2.21,0,0,390.0828571,FALSE
1/13/2017 17:00,13,18,,-4.262,1.46,,,401.0857143,FALSE
1/13/2017 18:00,13,19,,-4.89,0.7,,,396.5142857,FALSE
1/13/2017 19:00,13,20,70,-5.324,0.1,0,0,490.8142857,FALSE
1/13/2017 20:00,13,21,,-5.559,0,,,478.8242857,FALSE
1/13/2017 21:00,13,22,,-5.71,0,,,467.4914286,FALSE
1/13/2017 22:00,13,23,80,-5.813,0,0,0,443.86,FALSE
1/13/2017 23:00,13,24,,-5.883,0,,,383.23,FALSE
1/14/2017 0:00,14,1,,-5.952,0,,,344.3257143,TRUE
1/14/2017 1:00,14,2,80,-6.007,0,9,4,325.2542857,TRUE
1/14/2017 2:00,14,3,,-6.207,0,,,315.78,TRUE
1/14/2017 3:00,14,4,,-6.399,0,,,306.5585714,TRUE
1/14/2017 4:00,14,5,69,-6.509,0,0,0,301.4128571,TRUE
1/14/2017 5:00,14,6,,-6.576,0,,,308.7728571,TRUE
1/14/2017 6:00,14,7,,-5.897,0,,,345.3385714,TRUE
1/14/2017 7:00,14,8,54,-3.673,0,29,6,372.1342857,TRUE
1/14/2017 8:00,14,9,,-1.032,0.14,,,367.0757143,TRUE
1/14/2017 9:00,14,10,,1.16,0.67,,,371.2742857,TRUE
1/14/2017 10:00,14,11,52,2.934,1.52,29,8,374.9242857,TRUE
1/14/2017 11:00,14,12,,4.068,2.25,,,377.0128571,TRUE
1/14/2017 12:00,14,13,,4.672,2.79,,,377.8028571,TRUE
1/14/2017 13:00,14,14,65,4.602,3.03,32,10,371.1214286,TRUE
1/14/2017 14:00,14,15,,3.176,3.03,,,371.77,TRUE
1/14/2017 15:00,14,16,,1.081,2.69,,,385.5114286,TRUE
1/14/2017 16:00,14,17,72,-0.6,2.13,32,6,386.3128571,TRUE
1/14/2017 17:00,14,18,,-1.817,1.41,,,385.34,TRUE
1/14/2017 18:00,14,19,,-2.675,0.76,,,386.7128571,TRUE
1/14/2017 19:00,14,20,78,-3.263,0.14,5,4,469.7442857,TRUE
1/14/2017 20:00,14,21,,-3.586,0,,,464.0728571,TRUE
1/14/2017 21:00,14,22,,-3.667,0,,,455.0728571,TRUE
1/14/2017 22:00,14,23,76,-3.717,0,11,4,435.8671429,TRUE
1/14/2017 23:00,14,24,,-3.801,0,,,384.7785714,TRUE
1/15/2017 0:00,15,1,,-3.967,0,,,341.6928571,TRUE
1/15/2017 1:00,15,2,88,-4.176,0,0,0,323.4028571,TRUE
1/15/2017 2:00,15,3,,-4.323,0,,,315.1457143,TRUE
1/15/2017 3:00,15,4,,-4.414,0,,,309.4214286,TRUE
1/15/2017 4:00,15,5,66,-4.596,0,9,4,301.06,TRUE
1/15/2017 5:00,15,6,,-4.491,0,,,306.6157143,TRUE
1/15/2017 6:00,15,7,,-3.093,0,,,330.3314286,TRUE
1/15/2017 7:00,15,8,45,-0.243,0,0,0,347.7185714,TRUE
1/15/2017 8:00,15,9,,2.368,0.14,,,337.0128571,TRUE
1/15/2017 9:00,15,10,,4.442,0.78,,,322.6128571,TRUE
1/15/2017 10:00,15,11,50,6.287,1.61,29,10,309.5028571,TRUE
1/15/2017 11:00,15,12,,7.504,2.33,,,306.1371429,TRUE
1/15/2017 12:00,15,13,,8.019,2.87,,,310.4785714,TRUE
1/15/2017 13:00,15,14,64,7.867,3.08,29,4,311.3014286,TRUE
1/15/2017 14:00,15,15,,6.323,3.19,,,316.7814286,TRUE
1/15/2017 15:00,15,16,,4.337,2.92,,,323.8942857,TRUE
1/15/2017 16:00,15,17,76,3.307,2.37,34,4,325.2671429,TRUE
1/15/2017 17:00,15,18,,2.655,1.63,,,331.32,TRUE
1/15/2017 18:00,15,19,,2.224,0.8,,,346.6714286,TRUE
1/15/2017 19:00,15,20,81,2.069,0.14,0,0,437.5471429,TRUE
1/15/2017 20:00,15,21,,2.255,0,,,439.2028571,TRUE
1/15/2017 21:00,15,22,,2.764,0,,,438.5585714,TRUE
1/15/2017 22:00,15,23,81,3.279,0,5,4,421.7342857,TRUE
1/15/2017 23:00,15,24,,3.669,0,,,370.2242857,TRUE
1/16/2017 0:00,16,1,,3.928,0,,,328.8385714,FALSE
1/16/2017 1:00,16,2,,4.215,0,,,313.5371429,FALSE
1/16/2017 2:00,16,3,,4.612,0,,,305.6857143,FALSE
1/16/2017 3:00,16,4,74,5.025,0,0,0,299.0285714,FALSE
1/16/2017 4:00,16,5,,5.292,0,,,295.9985714,FALSE
1/16/2017 5:00,16,6,,5.461,0,,,305.57,FALSE
1/16/2017 6:00,16,7,54,5.904,0,27,6,350.5757143,FALSE
1/16/2017 7:00,16,8,,7.02,0.15,,,380.9842857,FALSE
1/16/2017 8:00,16,9,,8.23,0.81,,,372.7885714,FALSE
1/16/2017 9:00,16,10,53,9.369,1.68,25,6,354.7685714,FALSE
1/16/2017 10:00,16,11,,10.244,2.36,,,363.0542857,FALSE
1/16/2017 11:00,16,12,,10.747,2.88,,,365.32,FALSE
1/16/2017 12:00,16,13,65,10.954,3.05,29,6,369.9,FALSE
1/16/2017 13:00,16,14,,10.708,3.08,,,372.5428571,FALSE
1/16/2017 14:00,16,15,,9.667,2.84,,,373.5028571,FALSE
1/16/2017 15:00,16,16,77,8.409,2.3,34,4,385.1414286,FALSE
1/16/2017 16:00,16,17,,7.976,1.52,,,390.9114286,FALSE
