Date_Time,Days,hour,Relative Humidity in %,Temperature,Radiation value in MJ/m^2,Wind Direction,Wind speed in kmph,Demand,Kerala Holidays
11/5/2017 1:00,309,2,,11.881,0,,,334.27,TRUE
11/5/2017 2:00,309,3,,11.922,0,,,326.2914286,TRUE
11/5/2017 3:00,309,4,90,11.987,0,0,0,317.0557143,TRUE
11/5/2017 4:00,309,5,,12.132,0,,,316.0414286,TRUE
11/5/2017 5:00,309,6,,12.425,0,,,320.71,TRUE
11/5/2017 6:00,309,7,74,13.634,0,27,4,344.0271429,TRUE
11/5/2017 7:00,309,8,,14.881,0.11,,,346.1785714,TRUE
11/5/2017 8:00,309,9,,16.323,0.31,,,331.3442857,TRUE
11/5/2017 9:00,309,10,76,17.716,0.4,27,6,320.9314286,TRUE
11/5/2017 10:00,309,11,,18.824,0.9,,,318.4,TRUE
11/5/2017 11:00,309,12,,19.592,1.45,,,321.4314286,TRUE
11/5/2017 12:00,309,13,93,19.913,1.01,0,0,327.8157143,TRUE
11/5/2017 13:00,309,14,,19.673,1.26,,,327.7142857,TRUE
11/5/2017 14:00,309,15,,18.562,1.1,,,330.3171429,TRUE
11/5/2017 15:00,309,16,96,16.815,1.63,0,0,312.3214286,TRUE
11/5/2017 16:00,309,17,,16.226,0.81,,,280.2714286,TRUE
11/5/2017 17:00,309,18,,15.968,0.41,,,319.3185714,TRUE
11/5/2017 18:00,309,19,96,15.855,0.05,0,0,383.2128571,TRUE
11/5/2017 19:00,309,20,,15.753,0,,,433.5942857,TRUE
11/5/2017 20:00,309,21,,15.691,0,,,432.88,TRUE
11/5/2017 21:00,309,22,97,15.631,0,0,0,430.4957143,TRUE
11/5/2017 22:00,309,23,,15.558,0,,,411.5385714,TRUE
11/5/2017 23:00,309,24,,15.603,0,,,364.7328571,TRUE
11/6/2017 0:00,310,1,96,15.699,0,0,0,334.6685714,FALSE
11/6/2017 1:00,310,2,,15.778,0,,,320.0771429,FALSE
11/6/2017 2:00,310,3,,15.816,0,,,317.0628571,FALSE
11/6/2017 3:00,310,4,93,15.79,0,0,0,308.9885714,FALSE
11/6/2017 4:00,310,5,,15.65,0,,,307.3357143,FALSE
11/6/2017 5:00,310,6,,15.633,0,,,319.6642857,FALSE
11/6/2017 6:00,310,7,74,16.612,0,27,6,357.9285714,FALSE
11/6/2017 7:00,310,8,,17.595,0.16,,,379.0214286,FALSE
11/6/2017 8:00,310,9,,18.888,0.75,,,367.8042857,FALSE
11/6/2017 9:00,310,10,74,20.214,1.51,27,6,356.6542857,FALSE
11/6/2017 10:00,310,11,,21.205,2.41,,,366.2314286,FALSE
11/6/2017 11:00,310,12,,21.689,2.2,,,376.5571429,FALSE
11/6/2017 12:00,310,13,86,21.834,2.72,0,0,380.5214286,FALSE
11/6/2017 13:00,310,14,,21.465,1.23,,,380.0057143,FALSE
11/6/2017 14:00,310,15,,20.249,0.1,,,366.93,FALSE
11/6/2017 15:00,310,16,93,18.447,0.16,0,0,376.91,FALSE
11/6/2017 16:00,310,17,,17.627,0.17,,,365.2714286,FALSE
11/6/2017 17:00,310,18,,17.105,0.28,,,389.5628571,FALSE
11/6/2017 18:00,310,19,95,16.822,0.1,0,0,422.0414286,FALSE
11/6/2017 19:00,310,20,,16.705,0,,,482.5385714,FALSE
11/6/2017 20:00,310,21,,16.72,0,,,466.2157143,FALSE
11/6/2017 21:00,310,22,95,16.731,0,0,0,457.84,FALSE
11/6/2017 22:00,310,23,,16.639,0,,,429.8885714,FALSE
11/6/2017 23:00,310,24,,16.61,0,,,371.5742857,FALSE
11/7/2017 0:00,311,1,95,16.619,0,0,0,334.8528571,FALSE
11/7/2017 1:00,311,2,,16.519,0,,,321.2185714,FALSE
11/7/2017 2:00,311,3,,16.397,0,,,318.4028571,FALSE
11/7/2017 3:00,311,4,95,16.324,0,9,8,308.3142857,FALSE
11/7/2017 4:00,311,5,,16.265,0,,,308.1542857,FALSE
11/7/2017 5:00,311,6,,16.449,0,,,320.9342857,FALSE
11/7/2017 6:00,311,7,81,17.601,0,27,4,367.1557143,FALSE
11/7/2017 7:00,311,8,,18.683,0.06,,,389.4328571,FALSE
11/7/2017 8:00,311,9,,19.881,0.32,,,376.1142857,FALSE
11/7/2017 9:00,311,10,76,20.99,0.65,27,4,358.66,FALSE
11/7/2017 10:00,311,11,,21.971,1.26,,,367.3357143,FALSE
11/7/2017 11:00,311,12,,22.524,1.16,,,372.9514286,FALSE
11/7/2017 12:00,311,13,80,22.531,1.03,36,4,381.4528571,FALSE
11/7/2017 13:00,311,14,,21.931,1.65,,,377.7371429,FALSE
11/7/2017 14:00,311,15,,20.802,1.23,,,378.3857143,FALSE
11/7/2017 15:00,311,16,85,19.539,0.81,0,0,385.1042857,FALSE
11/7/2017 16:00,311,17,,19.001,0.4,,,376.8742857,FALSE
11/7/2017 17:00,311,18,,18.637,0.11,,,383.9071429,FALSE
11/7/2017 18:00,311,19,96,18.355,0.01,0,0,430.9457143,FALSE
11/7/2017 19:00,311,20,,18.14,0,,,485.1285714,FALSE
11/7/2017 20:00,311,21,,18.02,0,,,476.4328571,FALSE
11/7/2017 21:00,311,22,95,18.002,0,0,0,460.7814286,FALSE
11/7/2017 22:00,311,23,,18.055,0,,,432.81,FALSE
11/7/2017 23:00,311,24,,18.07,0,,,382.6985714,FALSE
11/8/2017 0:00,312,1,96,18.041,0,0,0,338.4514286,FALSE
11/8/2017 1:00,312,2,,18.016,0,,,324.4014286,FALSE
11/8/2017 2:00,312,3,,18,0,,,317.0785714,FALSE
11/8/2017 3:00,312,4,89,17.958,0,0,0,311.4757143,FALSE
11/8/2017 4:00,312,5,,17.833,0,,,308.9942857,FALSE
11/8/2017 5:00,312,6,,17.819,0,,,321.1857143,FALSE
11/8/2017 6:00,312,7,69,19.301,0,5,4,362.7885714,FALSE
11/8/2017 7:00,312,8,,20.811,0.08,,,387.8757143,FALSE
11/8/2017 8:00,312,9,,22.622,0.63,,,371.2685714,FALSE
11/8/2017 9:00,312,10,65,24.1,1.61,9,6,355.6428571,FALSE
11/8/2017 10:00,312,11,,24.954,1.56,,,361.3014286,FALSE
11/8/2017 11:00,312,12,,25.38,0.99,,,368.36,FALSE
11/8/2017 12:00,312,13,80,25.324,0.94,0,0,375.7042857,FALSE
11/8/2017 13:00,312,14,,24.65,0.47,,,380.8914286,FALSE
11/8/2017 14:00,312,15,,22.745,0.43,,,377.5842857,FALSE
11/8/2017 15:00,312,16,100,19.985,1.95,0,0,373.7257143,FALSE
11/8/2017 16:00,312,17,,19.07,0.82,,,366.7871429,FALSE
11/8/2017 17:00,312,18,,18.471,0.51,,,366.8171429,FALSE
11/8/2017 18:00,312,19,100,17.931,0.09,0,0,404.6,FALSE
11/8/2017 19:00,312,20,,17.427,0,,,450.1271429,FALSE
11/8/2017 20:00,312,21,,16.928,0,,,446.5485714,FALSE
11/8/2017 21:00,312,22,96,16.505,0,0,0,442.2142857,FALSE
11/8/2017 22:00,312,23,,16.156,0,,,418.7457143,FALSE
11/8/2017 23:00,312,24,,15.955,0,,,365.4028571,FALSE
11/9/2017 0:00,313,1,100,15.773,0,0,0,332.36,FALSE
11/9/2017 1:00,313,2,,15.61,0,,,319.2442857,FALSE
11/9/2017 2:00,313,3,,15.39,0,,,313.3857143,FALSE
11/9/2017 3:00,313,4,90,15.181,0,5,4,309.2571429,FALSE
11/9/2017 4:00,313,5,,14.876,0,,,307.3242857,FALSE
11/9/2017 5:00,313,6,,14.856,0,,,321.6657143,FALSE
11/9/2017 6:00,313,7,72,16.464,0,36,6,369.7042857,FALSE
11/9/2017 7:00,313,8,,18.038,0.09,,,389.47,FALSE
11/9/2017 8:00,313,9,,19.371,0.79,,,373.1671429,FALSE
11/9/2017 9:00,313,10,67,20.29,1.72,27,6,359.3057143,FALSE
11/9/2017 10:00,313,11,,20.767,1.99,,,364.4471429,FALSE
11/9/2017 11:00,313,12,,20.921,2.46,,,372.1871429,FALSE
11/9/2017 12:00,313,13,76,20.7,0,27,8,375.1228571,FALSE
11/9/2017 13:00,313,14,,20.035,0,,,376.5314286,FALSE
11/9/2017 14:00,313,15,,18.507,7.2,,,379.8442857,FALSE
11/9/2017 15:00,313,16,83,15.74,2,0,0,390.8628571,FALSE
11/9/2017 16:00,313,17,,14.868,5,,,392.2214286,FALSE
11/9/2017 17:00,313,18,,14.216,19,,,397.3971429,FALSE
11/9/2017 18:00,313,19,89,13.603,10,0,0,420.3242857,FALSE
11/9/2017 19:00,313,20,,13.08,18,,,484.5585714,FALSE
11/9/2017 20:00,313,21,,12.697,19,,,484.2485714,FALSE
11/9/2017 21:00,313,22,100,12.381,0,0,0,473.6171429,FALSE
11/9/2017 22:00,313,23,,12.08,0,,,448.6185714,FALSE
11/9/2017 23:00,313,24,,11.802,0,,,392.0271429,FALSE
11/10/2017 0:00,314,1,92,11.551,0,0,0,351.2442857,FALSE
11/10/2017 1:00,314,2,,11.256,0,,,335.1728571,FALSE
11/10/2017 2:00,314,3,,10.982,0,,,327.0357143,FALSE
11/10/2017 3:00,314,4,84,10.806,0,5,8,322.8928571,FALSE
11/10/2017 4:00,314,5,,10.573,0,,,319.7571429,FALSE
11/10/2017 5:00,314,6,,10.587,0,,,324.01,FALSE
11/10/2017 6:00,314,7,58,12.911,0,27,6,371.34,FALSE
11/10/2017 7:00,314,8,,15.554,0,,,394.75,FALSE
11/10/2017 8:00,314,9,,18.112,0,,,376.3271429,FALSE
11/10/2017 9:00,314,10,58,19.982,1.5,27,8,363.1471429,FALSE
11/10/2017 10:00,314,11,,21.343,2,,,371.1814286,FALSE
11/10/2017 11:00,314,12,,22.186,5,,,377.74,FALSE
11/10/2017 12:00,314,13,71,22.408,19,27,6,385.0557143,FALSE
11/10/2017 13:00,314,14,,21.824,0,,,378.3614286,FALSE
11/10/2017 14:00,314,15,,19.85,0,,,383.4128571,FALSE
11/10/2017 15:00,314,16,80,18.022,0,0,0,401.3,FALSE
11/10/2017 16:00,314,17,,17.411,0,,,394.5485714,FALSE
11/10/2017 17:00,314,18,,16.993,0,,,403.84,FALSE
11/10/2017 18:00,314,19,84,16.713,0,0,0,423.7771429,FALSE
11/10/2017 19:00,314,20,,16.514,0,,,498.9428571,FALSE
11/10/2017 20:00,314,21,,16.334,0,,,487.4571429,FALSE
11/10/2017 21:00,314,22,92,16.219,0,0,0,479.5014286,FALSE
11/10/2017 22:00,314,23,,16.167,0,,,450.2328571,FALSE
11/10/2017 23:00,314,24,,16.169,0,,,401.88,FALSE
11/11/2017 0:00,315,1,90,16.076,0,0,0,361.3485714,TRUE
11/11/2017 1:00,315,2,,16.051,0,,,341.8628571,TRUE
11/11/2017 2:00,315,3,,16.052,0,,,334.7942857,TRUE
11/11/2017 3:00,315,4,86,16.269,0,9,6,325.8485714,TRUE
11/11/2017 4:00,315,5,,16.552,0,,,324.96,TRUE
11/11/2017 5:00,315,6,,16.944,0,,,333.5385714,TRUE
11/11/2017 6:00,315,7,58,17.914,0,25,6,366.6985714,TRUE
11/11/2017 7:00,315,8,,19.115,0,,,379.0357143,TRUE
11/11/2017 8:00,315,9,,20.373,0,,,366.5814286,TRUE
11/11/2017 9:00,315,10,66,21.573,4.8,27,8,370.8085714,TRUE
11/11/2017 10:00,315,11,,22.366,2,,,381.8042857,TRUE
11/11/2017 11:00,315,12,,22.719,5,,,386.3114286,TRUE
11/11/2017 12:00,315,13,74,22.603,19,27,8,379.5342857,TRUE
11/11/2017 13:00,315,14,,22.003,0,,,387.7257143,TRUE
11/11/2017 14:00,315,15,,20.785,0,,,387.7471429,TRUE
11/11/2017 15:00,315,16,83,19.324,0,9,6,397.1314286,TRUE
11/11/2017 16:00,315,17,,18.363,0,,,397.4685714,TRUE
11/11/2017 17:00,315,18,,17.416,0,,,395.1742857,TRUE
11/11/2017 18:00,315,19,92,16.562,0,0,0,425.1414286,TRUE
11/11/2017 19:00,315,20,,15.701,0,,,494.1371429,TRUE
11/11/2017 20:00,315,21,,14.908,0,,,484.5342857,TRUE
11/11/2017 21:00,315,22,90,14.295,0,0,0,477.15,TRUE
11/11/2017 22:00,315,23,,13.793,0,,,457.84,TRUE
11/11/2017 23:00,315,24,,13.262,0,,,404.9314286,TRUE
11/12/2017 0:00,316,1,93,12.661,0,0,0,369.7142857,TRUE
11/12/2017 1:00,316,2,,12.046,0,,,347.9642857,TRUE
11/12/2017 2:00,316,3,,11.484,0,,,338.3571429,TRUE
11/12/2017 3:00,316,4,85,10.915,0,9,6,329.4485714,TRUE
11/12/2017 4:00,316,5,,10.409,0,,,322.9114286,TRUE
11/12/2017 5:00,316,6,,10.103,0,,,329.8442857,TRUE
11/12/2017 6:00,316,7,63,10.061,0,5,6,351.6242857,TRUE
11/12/2017 7:00,316,8,,10.228,0,,,360.0642857,TRUE
11/12/2017 8:00,316,9,,10.51,0,,,339.8257143,TRUE
11/12/2017 9:00,316,10,61,10.872,1.2,5,6,331.8971429,TRUE
11/12/2017 10:00,316,11,,11.303,2,,,326.2542857,TRUE
11/12/2017 11:00,316,12,,11.574,5,,,329.1142857,TRUE
11/12/2017 12:00,316,13,72,11.631,19,9,6,331.7457143,TRUE
11/12/2017 13:00,316,14,,11.457,5,,,331.6957143,TRUE
11/12/2017 14:00,316,15,,10.927,13,,,335.8557143,TRUE
11/12/2017 15:00,316,16,77,10.021,14,0,0,338.85,TRUE
11/12/2017 16:00,316,17,,9.54,0,,,334.4757143,TRUE
11/12/2017 17:00,316,18,,9.205,0,,,337.5285714,TRUE
11/12/2017 18:00,316,19,80,8.927,0,0,0,375.6342857,TRUE
11/12/2017 19:00,316,20,,8.635,0,,,449.6485714,TRUE
11/12/2017 20:00,316,21,,8.398,0,,,453.2042857,TRUE
11/12/2017 21:00,316,22,92,8.174,0,0,0,450.4085714,TRUE
11/12/2017 22:00,316,23,,7.998,0,,,431.3057143,TRUE
11/12/2017 23:00,316,24,,7.811,0,,,380.7557143,TRUE
11/13/2017 0:00,317,1,95,7.644,0,0,0,344.3628571,FALSE
11/13/2017 1:00,317,2,,7.466,0,,,329.0028571,FALSE
11/13/2017 2:00,317,3,,7.315,0,,,321.5071429,FALSE
11/13/2017 3:00,317,4,84,7.239,0,9,4,315.4742857,FALSE
11/13/2017 4:00,317,5,,7.24,0,,,312.6442857,FALSE
11/13/2017 5:00,317,6,,7.329,0,,,327.1771429,FALSE
11/13/2017 6:00,317,7,65,8.967,0,9,6,372.0385714,FALSE
11/13/2017 7:00,317,8,,11.263,0,,,387.05,FALSE
11/13/2017 8:00,317,9,,13.418,0,,,369.7285714,FALSE
11/13/2017 9:00,317,10,61,15.251,3.7,36,6,358.8028571,FALSE
11/13/2017 10:00,317,11,,16.621,2,,,375.4414286,FALSE
11/13/2017 11:00,317,12,,17.517,5,,,381.3814286,FALSE
11/13/2017 12:00,317,13,76,17.862,19,5,4,387.8414286,FALSE
11/13/2017 13:00,317,14,,17.536,0,,,383.4071429,FALSE
11/13/2017 14:00,317,15,,15.631,0,,,384.0142857,FALSE
11/13/2017 15:00,317,16,75,13.053,0,0,0,394.6585714,FALSE
11/13/2017 16:00,317,17,,11.806,0,,,393.3142857,FALSE
11/13/2017 17:00,317,18,,10.768,0,,,402.3385714,FALSE
11/13/2017 18:00,317,19,80,10.095,0,0,0,423.0785714,FALSE
11/13/2017 19:00,317,20,,9.801,0,,,495.6614286,FALSE
11/13/2017 20:00,317,21,,9.753,0,,,487.6014286,FALSE
11/13/2017 21:00,317,22,92,9.826,0,0,0,477.4542857,FALSE
11/13/2017 22:00,317,23,,10.077,0,,,451.11,FALSE
11/13/2017 23:00,317,24,,10.407,0,,,397.4271429,FALSE
11/14/2017 0:00,318,1,93,10.626,0,0,0,356.01,FALSE
11/14/2017 1:00,318,2,,10.852,0,,,335.0771429,FALSE
11/14/2017 2:00,318,3,,11.088,0,,,327.1071429,FALSE
11/14/2017 3:00,318,4,81,11.388,0,9,4,319.8914286,FALSE
11/14/2017 4:00,318,5,,11.703,0,,,319.5042857,FALSE
11/14/2017 5:00,318,6,,12.062,0,,,327.6271429,FALSE
11/14/2017 6:00,318,7,66,13.427,0,9,4,372.6657143,FALSE
11/14/2017 7:00,318,8,,15.162,0,,,392.2271429,FALSE
11/14/2017 8:00,318,9,,17.18,0,,,374.6585714,FALSE
11/14/2017 9:00,318,10,59,19.196,8.9,29,4,367.5042857,FALSE
11/14/2017 10:00,318,11,,20.811,2,,,369.0385714,FALSE
11/14/2017 11:00,318,12,,22.014,5,,,373.75,FALSE
11/14/2017 12:00,318,13,68,22.56,19,29,4,375.5342857,FALSE
11/14/2017 13:00,318,14,,22.197,0,,,380.16,FALSE
11/14/2017 14:00,318,15,,20.16,0,,,388.08,FALSE
11/14/2017 15:00,318,16,76,18.089,0,29,4,399.7571429,FALSE
11/14/2017 16:00,318,17,,17.689,0,,,400.4785714,FALSE
11/14/2017 17:00,318,18,,17.509,0,,,402.5942857,FALSE
11/14/2017 18:00,318,19,78,17.449,0,0,0,430.4342857,FALSE
11/14/2017 19:00,318,20,,17.428,0,,,497.7657143,FALSE
11/14/2017 20:00,318,21,,17.361,0,,,487.3942857,FALSE
11/14/2017 21:00,318,22,92,17.242,0,0,0,478.7742857,FALSE
11/14/2017 22:00,318,23,,17.157,0,,,455.1757143,FALSE
11/14/2017 23:00,318,24,,16.992,0,,,398.1157143,FALSE
11/15/2017 0:00,319,1,85,16.74,0,0,0,359.0928571,FALSE
11/15/2017 1:00,319,2,,16.292,0,,,340.2285714,FALSE
11/15/2017 2:00,319,3,,15.916,0,,,332.1528571,FALSE
11/15/2017 3:00,319,4,75,15.718,0,0,0,326.0485714,FALSE
11/15/2017 4:00,319,5,,15.637,0,,,323.6085714,FALSE
11/15/2017 5:00,319,6,,15.659,0,,,333.7742857,FALSE
11/15/2017 6:00,319,7,59,16.617,0,0,0,377.7857143,FALSE
11/15/2017 7:00,319,8,,17.955,0,,,400.4057143,FALSE
11/15/2017 8:00,319,9,,19.293,0,,,382.3228571,FALSE
11/15/2017 9:00,319,10,59,20.56,10.9,32,4,373.2485714,FALSE
11/15/2017 10:00,319,11,,21.367,1,,,377.3885714,FALSE
11/15/2017 11:00,319,12,,21.639,5,,,380.0571429,FALSE
11/15/2017 12:00,319,13,69,21.35,19,32,4,386.02,FALSE
11/15/2017 13:00,319,14,,20.499,0,,,388.0142857,FALSE
11/15/2017 14:00,319,15,,19.06,0,,,387.8128571,FALSE
11/15/2017 15:00,319,16,78,17.834,0,0,0,396.91,FALSE
11/15/2017 16:00,319,17,,17.247,0,,,398.3685714,FALSE
11/15/2017 17:00,319,18,,16.725,0,,,409.84,FALSE
11/15/2017 18:00,319,19,82,16.276,0,0,0,423.2214286,FALSE
11/15/2017 19:00,319,20,,15.926,0,,,499.9785714,FALSE
11/15/2017 20:00,319,21,,15.58,0,,,490.8471429,FALSE
11/15/2017 21:00,319,22,84,15.244,0,0,0,483.0857143,FALSE
11/15/2017 22:00,319,23,,14.943,0,,,456.7671429,FALSE
11/15/2017 23:00,319,24,,14.754,0,,,396.7085714,FALSE
11/16/2017 0:00,320,1,90,14.686,0,0,0,356.3857143,FALSE
11/16/2017 1:00,320,2,,14.676,0,,,338.8514286,FALSE
11/16/2017 2:00,320,3,,14.631,0,,,331.0242857,FALSE
11/16/2017 3:00,320,4,78,14.658,0,7,4,321.8942857,FALSE
11/16/2017 4:00,320,5,,14.661,0,,,322.57,FALSE
11/16/2017 5:00,320,6,,14.772,0,,,335.0371429,FALSE
11/16/2017 6:00,320,7,55,15.865,0,29,4,380.18,FALSE
11/16/2017 7:00,320,8,,17.342,0,,,398.1357143,FALSE
11/16/2017 8:00,320,9,,19.085,0,,,377.8785714,FALSE
11/16/2017 9:00,320,10,62,20.863,7.5,23,4,367.2442857,FALSE
11/16/2017 10:00,320,11,,22.274,2,,,376.8142857,FALSE
11/16/2017 11:00,320,12,,23.14,5,,,382.1742857,FALSE
11/16/2017 12:00,320,13,68,23.432,19,0,0,385.08,FALSE
11/16/2017 13:00,320,14,,23.004,5,,,376.2071429,FALSE
11/16/2017 14:00,320,15,,20.929,11,,,384.7042857,FALSE
11/16/2017 15:00,320,16,70,18.519,12,32,4,404.1757143,FALSE
11/16/2017 16:00,320,17,,17.89,0,,,402.5071429,FALSE
11/16/2017 17:00,320,18,,17.448,0,,,398.1014286,FALSE
11/16/2017 18:00,320,19,80,17.09,0,0,0,433.3628571,FALSE
11/16/2017 19:00,320,20,,16.807,0,,,500.1814286,FALSE
11/16/2017 20:00,320,21,,16.568,0,,,492.0485714,FALSE
11/16/2017 21:00,320,22,87,16.259,0,9,4,481.7657143,FALSE
11/16/2017 22:00,320,23,,15.872,0,,,459.1471429,FALSE
11/16/2017 23:00,320,24,,15.617,0,,,404.2557143,FALSE
11/17/2017 0:00,321,1,92,15.525,0,0,0,364.4171429,FALSE
11/17/2017 1:00,321,2,,15.57,0,,,342.7671429,FALSE
11/17/2017 2:00,321,3,,15.563,0,,,335.2071429,FALSE
11/17/2017 3:00,321,4,81,15.482,0,5,4,327.9557143,FALSE
11/17/2017 4:00,321,5,,15.327,0,,,325.4457143,FALSE
11/17/2017 5:00,321,6,,15.161,0,,,339.8714286,FALSE
11/17/2017 6:00,321,7,65,16.919,0,9,4,383.2985714,FALSE
11/17/2017 7:00,321,8,,19.346,0,,,406.7542857,FALSE
11/17/2017 8:00,321,9,,21.792,0,,,384.5314286,FALSE
11/17/2017 9:00,321,10,61,23.527,7.9,23,6,377.0828571,FALSE
11/17/2017 10:00,321,11,,24.641,2,,,385.4457143,FALSE
11/17/2017 11:00,321,12,,25.349,5,,,393.4071429,FALSE
11/17/2017 12:00,321,13,70,25.543,19,27,4,396.0285714,FALSE
11/17/2017 13:00,321,14,,24.952,0,,,384.6228571,FALSE
11/17/2017 14:00,321,15,,22.416,0,,,403.4942857,FALSE
11/17/2017 15:00,321,16,76,20.228,0,0,0,414.2628571,FALSE
11/17/2017 16:00,321,17,,19.706,0,,,414.3114286,FALSE
11/17/2017 17:00,321,18,,19.14,0,,,422.4457143,FALSE
11/17/2017 18:00,321,19,78,18.703,0,0,0,440.4985714,FALSE
11/17/2017 19:00,321,20,,18.315,0,,,499.9485714,FALSE
11/17/2017 20:00,321,21,,17.889,0,,,494.0328571,FALSE
11/17/2017 21:00,321,22,84,17.465,0,0,0,487.7314286,FALSE
11/17/2017 22:00,321,23,,17.147,0,,,466.3942857,FALSE
11/17/2017 23:00,321,24,,16.936,0,,,414.3042857,FALSE
11/18/2017 0:00,322,1,87,16.698,0,0,0,374.2585714,FALSE
11/18/2017 1:00,322,2,,16.374,0,,,355.5357143,FALSE
11/18/2017 2:00,322,3,,16.086,0,,,345.17,FALSE
11/18/2017 3:00,322,4,76,15.873,0,5,4,337.2414286,FALSE
11/18/2017 4:00,322,5,,15.711,0,,,334.5542857,FALSE
11/18/2017 5:00,322,6,,15.687,0,,,347.86,FALSE
11/18/2017 6:00,322,7,63,17.789,0,23,6,380.0328571,FALSE
11/18/2017 7:00,322,8,,20.464,0,,,391.2957143,FALSE
11/18/2017 8:00,322,9,,22.837,0,,,381.85,FALSE
11/18/2017 9:00,322,10,66,24.386,6.1,27,6,386.2985714,FALSE
11/18/2017 10:00,322,11,,25.196,2,,,393.5771429,FALSE
11/18/2017 11:00,322,12,,25.555,5,,,404.64,FALSE
11/18/2017 12:00,322,13,74,25.423,19,27,4,413.3928571,FALSE
11/18/2017 13:00,322,14,,24.638,5,,,410.4414286,FALSE
11/18/2017 14:00,322,15,,22.133,13,,,412.0042857,FALSE
11/18/2017 15:00,322,16,83,19.047,14,0,0,423.52,FALSE
11/18/2017 16:00,322,17,,17.999,0,,,418.9071429,FALSE
11/18/2017 17:00,322,18,,17.164,0,,,415.99,FALSE
11/18/2017 18:00,322,19,86,16.424,0,0,0,440.5757143,FALSE
11/18/2017 19:00,322,20,,15.838,0,,,488.5942857,FALSE
11/18/2017 20:00,322,21,,15.396,0,,,483.6471429,FALSE
11/18/2017 21:00,322,22,84,15.141,0,0,0,487.1585714,FALSE
11/18/2017 22:00,322,23,,14.977,0,,,469.7885714,FALSE
11/18/2017 23:00,322,24,,14.858,0,,,424.4985714,FALSE
11/19/2017 0:00,323,1,90,14.784,0,0,0,386.9714286,TRUE
11/19/2017 1:00,323,2,,14.73,0,,,361.3957143,TRUE
11/19/2017 2:00,323,3,,14.637,0,,,353.6185714,TRUE
11/19/2017 3:00,323,4,86,14.506,0,9,4,346.5771429,TRUE
11/19/2017 4:00,323,5,,14.44,0,,,343.2371429,TRUE
11/19/2017 5:00,323,6,,14.302,0,,,347.1185714,TRUE
11/19/2017 6:00,323,7,70,15.723,0,27,4,370.14,TRUE
11/19/2017 7:00,323,8,,17.905,0,,,374.3771429,TRUE
11/19/2017 8:00,323,9,,20.068,0,,,354.7614286,TRUE
11/19/2017 9:00,323,10,67,22.494,3.7,5,8,347.2985714,TRUE
11/19/2017 10:00,323,11,,24.252,2,,,344.4514286,TRUE
11/19/2017 11:00,323,12,,25.274,5,,,343.87,TRUE
11/19/2017 12:00,323,13,71,25.601,19,27,6,350.3542857,TRUE
11/19/2017 13:00,323,14,,25.019,0,,,349.0571429,TRUE
11/19/2017 14:00,323,15,,22.215,0,,,354.7328571,TRUE
11/19/2017 15:00,323,16,79,19.592,0,0,0,358.4285714,TRUE
11/19/2017 16:00,323,17,,18.883,0,,,347.9842857,TRUE
11/19/2017 17:00,323,18,,18.445,0,,,330.8557143,TRUE
11/19/2017 18:00,323,19,85,18.25,0,0,0,362.3385714,TRUE
11/19/2017 19:00,323,20,,18.186,0,,,408.9257143,TRUE
11/19/2017 20:00,323,21,,18.161,0,,,423.7742857,TRUE
11/19/2017 21:00,323,22,89,18.118,0,0,0,436.8642857,TRUE
11/19/2017 22:00,323,23,,17.966,0,,,427.0785714,TRUE
11/19/2017 23:00,323,24,,17.743,0,,,386.4328571,TRUE
11/20/2017 0:00,324,1,89,17.563,0,0,0,353.3814286,FALSE
11/20/2017 1:00,324,2,,17.429,0,,,338.2757143,FALSE
11/20/2017 2:00,324,3,,17.223,0,,,328.0628571,FALSE
11/20/2017 3:00,324,4,83,17.006,0,0,0,321.6,FALSE
11/20/2017 4:00,324,5,,16.795,0,,,316.4942857,FALSE
11/20/2017 5:00,324,6,,16.666,0,,,326.9585714,FALSE
11/20/2017 6:00,324,7,66,17.985,0,27,6,367.6757143,FALSE
11/20/2017 7:00,324,8,,19.303,0,,,390.8057143,FALSE
11/20/2017 8:00,324,9,,20.503,0,,,375.7185714,FALSE
11/20/2017 9:00,324,10,64,21.48,2.4,27,8,369.4442857,FALSE
11/20/2017 10:00,324,11,,22.024,2,,,378.7885714,FALSE
11/20/2017 11:00,324,12,,22.121,5,,,388.3357143,FALSE
11/20/2017 12:00,324,13,72,21.547,19,27,4,399.92,FALSE
11/20/2017 13:00,324,14,,20.341,0,,,400.0628571,FALSE
11/20/2017 14:00,324,15,,18.9,0,,,403.7871429,FALSE
11/20/2017 15:00,324,16,82,17.785,0,0,0,413.9485714,FALSE
11/20/2017 16:00,324,17,,17.034,0,,,417.5257143,FALSE
11/20/2017 17:00,324,18,,16.296,0,,,420.0971429,FALSE
11/20/2017 18:00,324,19,86,15.618,0,0,0,435.3485714,FALSE
11/20/2017 19:00,324,20,,15.088,0,,,454.8314286,FALSE
11/20/2017 20:00,324,21,,14.56,0,,,444.8814286,FALSE
11/20/2017 21:00,324,22,87,13.936,0,0,0,443.0885714,FALSE
11/20/2017 22:00,324,23,,13.258,0,,,438.4571429,FALSE
11/20/2017 23:00,324,24,,12.636,0,,,401.6714286,FALSE
11/21/2017 0:00,325,1,86,12.041,0,0,0,364.3857143,FALSE
11/21/2017 1:00,325,2,,11.556,0,,,347.8342857,FALSE
